,id,gender,age,angle,width,height,facepart,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,forehead_wrinkle,partname,image_name,label_name,adj_forehead_wrinkle,adj_forehead_wrinkle_2
34066,0862,M,23,F,2136,3216,01,418.0,774.0,1564.0,1243.0,1.0,이마,0862_01_F.jpg,0862_01_F_01.json,0.0,0.0
34075,0862,M,23,L15,2136,3216,01,386.0,764.0,1375.0,1236.0,1.0,이마,0862_01_L15.jpg,0862_01_L15_01.json,0.0,0.0
34084,0862,M,23,L30,2136,3216,01,278.0,779.0,1211.0,1235.0,1.0,이마,0862_01_L30.jpg,0862_01_L30_01.json,0.0,0.0
34093,0862,M,23,R15,2136,3216,01,621.0,767.0,1772.0,1208.0,1.0,이마,0862_01_R15.jpg,0862_01_R15_01.json,0.0,0.0
34102,0862,M,23,R30,2136,3216,01,799.0,732.0,1816.0,1221.0,1.0,이마,0862_01_R30.jpg,0862_01_R30_01.json,0.0,0.0
34111,0863,M,25,F,2136,3216,01,484.0,741.0,1714.0,1231.0,1.0,이마,0863_01_F.jpg,0863_01_F_01.json,0.0,0.0
34120,0863,M,25,L15,2136,3216,01,281.0,752.0,1475.0,1273.0,1.0,이마,0863_01_L15.jpg,0863_01_L15_01.json,0.0,0.0
34129,0863,M,25,L30,2136,3216,01,324.0,696.0,1296.0,1250.0,1.0,이마,0863_01_L30.jpg,0863_01_L30_01.json,0.0,0.0
34138,0863,M,25,R15,2136,3216,01,719.0,723.0,1922.0,1230.0,1.0,이마,0863_01_R15.jpg,0863_01_R15_01.json,0.0,0.0
34147,0863,M,25,R30,2136,3216,01,835.0,736.0,1936.0,1243.0,1.0,이마,0863_01_R30.jpg,0863_01_R30_01.json,0.0,0.0
34156,0864,M,35,F,2136,3216,01,518.0,697.0,1756.0,1267.0,2.0,이마,0864_01_F.jpg,0864_01_F_01.json,0.0,1.0
34165,0864,M,35,L15,2136,3216,01,360.0,624.0,1482.0,1214.0,2.0,이마,0864_01_L15.jpg,0864_01_L15_01.json,0.0,1.0
34174,0864,M,35,L30,2136,3216,01,266.0,691.0,1227.0,1262.0,2.0,이마,0864_01_L30.jpg,0864_01_L30_01.json,0.0,1.0
34183,0864,M,35,R15,2136,3216,01,607.0,710.0,1851.0,1274.0,2.0,이마,0864_01_R15.jpg,0864_01_R15_01.json,0.0,1.0
34192,0864,M,35,R30,2136,3216,01,740.0,701.0,1879.0,1265.0,2.0,이마,0864_01_R30.jpg,0864_01_R30_01.json,0.0,1.0
34201,0865,M,24,F,2136,3216,01,502.0,768.0,1663.0,1218.0,1.0,이마,0865_01_F.jpg,0865_01_F_01.json,0.0,0.0
34210,0865,M,24,L15,2136,3216,01,333.0,801.0,1502.0,1252.0,1.0,이마,0865_01_L15.jpg,0865_01_L15_01.json,0.0,0.0
34219,0865,M,24,L30,2136,3216,01,285.0,783.0,1166.0,1266.0,1.0,이마,0865_01_L30.jpg,0865_01_L30_01.json,0.0,0.0
34228,0865,M,24,R15,2136,3216,01,693.0,835.0,1877.0,1267.0,1.0,이마,0865_01_R15.jpg,0865_01_R15_01.json,0.0,0.0
34237,0865,M,24,R30,2136,3216,01,865.0,755.0,1867.0,1239.0,1.0,이마,0865_01_R30.jpg,0865_01_R30_01.json,0.0,0.0
34246,0866,M,60,F,2136,3216,01,486.0,741.0,1661.0,1286.0,3.0,이마,0866_01_F.jpg,0866_01_F_01.json,1.0,1.0
34255,0866,M,60,L15,2136,3216,01,197.0,834.0,1392.0,1366.0,3.0,이마,0866_01_L15.jpg,0866_01_L15_01.json,1.0,1.0
34264,0866,M,60,L30,2136,3216,01,240.0,837.0,1293.0,1361.0,3.0,이마,0866_01_L30.jpg,0866_01_L30_01.json,1.0,1.0
34273,0866,M,60,R15,2136,3216,01,699.0,853.0,1939.0,1374.0,3.0,이마,0866_01_R15.jpg,0866_01_R15_01.json,1.0,1.0
34282,0866,M,60,R30,2136,3216,01,836.0,885.0,2037.0,1393.0,3.0,이마,0866_01_R30.jpg,0866_01_R30_01.json,1.0,1.0
34291,0867,M,57,F,2136,3216,01,450.0,794.0,1637.0,1279.0,2.0,이마,0867_01_F.jpg,0867_01_F_01.json,0.0,1.0
34300,0867,M,57,L15,2136,3216,01,224.0,712.0,1267.0,1192.0,2.0,이마,0867_01_L15.jpg,0867_01_L15_01.json,0.0,1.0
34309,0867,M,57,L30,2136,3216,01,223.0,759.0,1151.0,1202.0,2.0,이마,0867_01_L30.jpg,0867_01_L30_01.json,0.0,1.0
34318,0867,M,57,R15,2136,3216,01,685.0,776.0,1756.0,1255.0,2.0,이마,0867_01_R15.jpg,0867_01_R15_01.json,0.0,1.0
34327,0867,M,57,R30,2136,3216,01,768.0,756.0,1767.0,1299.0,2.0,이마,0867_01_R30.jpg,0867_01_R30_01.json,0.0,1.0
34336,0868,M,51,F,2136,3216,01,455.0,904.0,1580.0,1355.0,2.0,이마,0868_01_F.jpg,0868_01_F_01.json,0.0,1.0
34345,0868,M,51,L15,2136,3216,01,280.0,847.0,1347.0,1276.0,2.0,이마,0868_01_L15.jpg,0868_01_L15_01.json,0.0,1.0
34354,0868,M,51,L30,2136,3216,01,279.0,802.0,1077.0,1273.0,2.0,이마,0868_01_L30.jpg,0868_01_L30_01.json,0.0,1.0
34363,0868,M,51,R15,2136,3216,01,711.0,801.0,1749.0,1272.0,2.0,이마,0868_01_R15.jpg,0868_01_R15_01.json,0.0,1.0
34372,0868,M,51,R30,2136,3216,01,909.0,782.0,1831.0,1275.0,2.0,이마,0868_01_R30.jpg,0868_01_R30_01.json,0.0,1.0
34381,0869,M,41,F,2136,3216,01,460.0,677.0,1704.0,1288.0,3.0,이마,0869_01_F.jpg,0869_01_F_01.json,1.0,1.0
34390,0869,M,41,L15,2136,3216,01,241.0,626.0,1473.0,1195.0,3.0,이마,0869_01_L15.jpg,0869_01_L15_01.json,1.0,1.0
34399,0869,M,41,L30,2136,3216,01,329.0,621.0,1401.0,1135.0,3.0,이마,0869_01_L30.jpg,0869_01_L30_01.json,1.0,1.0
34408,0869,M,41,R15,2136,3216,01,649.0,646.0,1853.0,1224.0,3.0,이마,0869_01_R15.jpg,0869_01_R15_01.json,1.0,1.0
34417,0869,M,41,R30,2136,3216,01,704.0,663.0,1850.0,1233.0,3.0,이마,0869_01_R30.jpg,0869_01_R30_01.json,1.0,1.0
34426,0870,M,26,F,2136,3216,01,457.0,827.0,1729.0,1297.0,1.0,이마,0870_01_F.jpg,0870_01_F_01.json,0.0,0.0
34435,0870,M,26,L15,2136,3216,01,350.0,765.0,1444.0,1307.0,1.0,이마,0870_01_L15.jpg,0870_01_L15_01.json,0.0,0.0
34444,0870,M,26,L30,2136,3216,01,293.0,780.0,1279.0,1291.0,1.0,이마,0870_01_L30.jpg,0870_01_L30_01.json,0.0,0.0
34453,0870,M,26,R15,2136,3216,01,703.0,792.0,1822.0,1332.0,1.0,이마,0870_01_R15.jpg,0870_01_R15_01.json,0.0,0.0
34462,0870,M,26,R30,2136,3216,01,762.0,770.0,1832.0,1254.0,1.0,이마,0870_01_R30.jpg,0870_01_R30_01.json,0.0,0.0
34471,0872,M,33,F,2136,3216,01,523.0,717.0,1674.0,1204.0,1.0,이마,0872_01_F.jpg,0872_01_F_01.json,0.0,0.0
34480,0872,M,33,L15,2136,3216,01,347.0,719.0,1371.0,1208.0,1.0,이마,0872_01_L15.jpg,0872_01_L15_01.json,0.0,0.0
34489,0872,M,33,L30,2136,3216,01,224.0,755.0,1102.0,1272.0,1.0,이마,0872_01_L30.jpg,0872_01_L30_01.json,0.0,0.0
34498,0872,M,33,R15,2136,3216,01,766.0,733.0,1827.0,1203.0,1.0,이마,0872_01_R15.jpg,0872_01_R15_01.json,0.0,0.0
34507,0872,M,33,R30,2136,3216,01,927.0,734.0,1894.0,1249.0,1.0,이마,0872_01_R30.jpg,0872_01_R30_01.json,0.0,0.0
34516,0873,M,34,F,2136,3216,01,514.0,867.0,1590.0,1332.0,1.0,이마,0873_01_F.jpg,0873_01_F_01.json,0.0,0.0
34525,0873,M,34,L15,2136,3216,01,341.0,795.0,1303.0,1202.0,1.0,이마,0873_01_L15.jpg,0873_01_L15_01.json,0.0,0.0
34534,0873,M,34,L30,2136,3216,01,315.0,804.0,1172.0,1220.0,1.0,이마,0873_01_L30.jpg,0873_01_L30_01.json,0.0,0.0
34543,0873,M,34,R15,2136,3216,01,805.0,762.0,1764.0,1225.0,1.0,이마,0873_01_R15.jpg,0873_01_R15_01.json,0.0,0.0
34552,0873,M,34,R30,2136,3216,01,876.0,792.0,1856.0,1239.0,1.0,이마,0873_01_R30.jpg,0873_01_R30_01.json,0.0,0.0
34561,0874,F,56,F,2136,3216,01,595.0,867.0,1661.0,1361.0,2.0,이마,0874_01_F.jpg,0874_01_F_01.json,0.0,1.0
34570,0874,F,56,L15,2136,3216,01,359.0,847.0,1407.0,1336.0,2.0,이마,0874_01_L15.jpg,0874_01_L15_01.json,0.0,1.0
34579,0874,F,56,L30,2136,3216,01,391.0,858.0,1355.0,1336.0,2.0,이마,0874_01_L30.jpg,0874_01_L30_01.json,0.0,1.0
34588,0874,F,56,R15,2136,3216,01,773.0,820.0,1808.0,1312.0,2.0,이마,0874_01_R15.jpg,0874_01_R15_01.json,0.0,1.0
34597,0874,F,56,R30,2136,3216,01,922.0,782.0,1825.0,1308.0,2.0,이마,0874_01_R30.jpg,0874_01_R30_01.json,0.0,1.0
34606,0875,M,39,F,2136,3216,01,516.0,706.0,1541.0,1165.0,2.0,이마,0875_01_F.jpg,0875_01_F_01.json,0.0,1.0
34615,0875,M,39,L15,2136,3216,01,218.0,714.0,1196.0,1126.0,2.0,이마,0875_01_L15.jpg,0875_01_L15_01.json,0.0,1.0
34624,0875,M,39,L30,2136,3216,01,166.0,741.0,1120.0,1154.0,2.0,이마,0875_01_L30.jpg,0875_01_L30_01.json,0.0,1.0
34633,0875,M,39,R15,2136,3216,01,621.0,722.0,1754.0,1167.0,2.0,이마,0875_01_R15.jpg,0875_01_R15_01.json,0.0,1.0
34642,0875,M,39,R30,2136,3216,01,852.0,691.0,1833.0,1135.0,2.0,이마,0875_01_R30.jpg,0875_01_R30_01.json,0.0,1.0
34651,0877,F,22,F,2136,3216,01,488.0,943.0,1638.0,1322.0,2.0,이마,0877_01_F.jpg,0877_01_F_01.json,0.0,1.0
34660,0877,F,22,L15,2136,3216,01,372.0,969.0,1428.0,1380.0,2.0,이마,0877_01_L15.jpg,0877_01_L15_01.json,0.0,1.0
34669,0877,F,22,L30,2136,3216,01,282.0,945.0,1187.0,1374.0,2.0,이마,0877_01_L30.jpg,0877_01_L30_01.json,0.0,1.0
34678,0877,F,22,R15,2136,3216,01,673.0,950.0,1833.0,1357.0,2.0,이마,0877_01_R15.jpg,0877_01_R15_01.json,0.0,1.0
34687,0877,F,22,R30,2136,3216,01,859.0,890.0,1809.0,1344.0,2.0,이마,0877_01_R30.jpg,0877_01_R30_01.json,0.0,1.0
34696,0878,M,47,F,2136,3216,01,508.0,797.0,1657.0,1230.0,2.0,이마,0878_01_F.jpg,0878_01_F_01.json,0.0,1.0
34705,0878,M,47,L15,2136,3216,01,286.0,757.0,1431.0,1210.0,2.0,이마,0878_01_L15.jpg,0878_01_L15_01.json,0.0,1.0
34714,0878,M,47,L30,2136,3216,01,341.0,712.0,1203.0,1219.0,2.0,이마,0878_01_L30.jpg,0878_01_L30_01.json,0.0,1.0
34723,0878,M,47,R15,2136,3216,01,717.0,717.0,1780.0,1211.0,2.0,이마,0878_01_R15.jpg,0878_01_R15_01.json,0.0,1.0
34732,0878,M,47,R30,2136,3216,01,892.0,674.0,1806.0,1172.0,2.0,이마,0878_01_R30.jpg,0878_01_R30_01.json,0.0,1.0
34741,0879,M,43,F,2136,3216,01,481.0,769.0,1653.0,1163.0,1.0,이마,0879_01_F.jpg,0879_01_F_01.json,0.0,0.0
34750,0879,M,43,L15,2136,3216,01,310.0,756.0,1387.0,1172.0,1.0,이마,0879_01_L15.jpg,0879_01_L15_01.json,0.0,0.0
34759,0879,M,43,L30,2136,3216,01,275.0,753.0,1273.0,1161.0,1.0,이마,0879_01_L30.jpg,0879_01_L30_01.json,0.0,0.0
34768,0879,M,43,R15,2136,3216,01,730.0,762.0,1815.0,1186.0,1.0,이마,0879_01_R15.jpg,0879_01_R15_01.json,0.0,0.0
34777,0879,M,43,R30,2136,3216,01,866.0,737.0,1868.0,1162.0,1.0,이마,0879_01_R30.jpg,0879_01_R30_01.json,0.0,0.0
34786,0883,M,36,F,2136,3216,01,434.0,899.0,1649.0,1245.0,1.0,이마,0883_01_F.jpg,0883_01_F_01.json,0.0,0.0
34795,0883,M,36,L15,2136,3216,01,353.0,843.0,1433.0,1176.0,1.0,이마,0883_01_L15.jpg,0883_01_L15_01.json,0.0,0.0
34804,0883,M,36,L30,2136,3216,01,259.0,855.0,1282.0,1199.0,1.0,이마,0883_01_L30.jpg,0883_01_L30_01.json,0.0,0.0
34813,0883,M,36,R15,2136,3216,01,755.0,869.0,1864.0,1223.0,1.0,이마,0883_01_R15.jpg,0883_01_R15_01.json,0.0,0.0
34822,0883,M,36,R30,2136,3216,01,995.0,857.0,1944.0,1216.0,1.0,이마,0883_01_R30.jpg,0883_01_R30_01.json,0.0,0.0
34831,0884,M,31,F,2136,3216,01,451.0,621.0,1676.0,1032.0,1.0,이마,0884_01_F.jpg,0884_01_F_01.json,0.0,0.0
34840,0884,M,31,L15,2136,3216,01,247.0,766.0,1469.0,1159.0,1.0,이마,0884_01_L15.jpg,0884_01_L15_01.json,0.0,0.0
34849,0884,M,31,L30,2136,3216,01,264.0,758.0,1257.0,1172.0,1.0,이마,0884_01_L30.jpg,0884_01_L30_01.json,0.0,0.0
34858,0884,M,31,R15,2136,3216,01,517.0,763.0,1839.0,1177.0,1.0,이마,0884_01_R15.jpg,0884_01_R15_01.json,0.0,0.0
34867,0884,M,31,R30,2136,3216,01,661.0,747.0,1897.0,1178.0,1.0,이마,0884_01_R30.jpg,0884_01_R30_01.json,0.0,0.0
34876,0885,M,25,F,2136,3216,01,438.0,781.0,1686.0,1118.0,1.0,이마,0885_01_F.jpg,0885_01_F_01.json,0.0,0.0
34885,0885,M,25,L15,2136,3216,01,290.0,782.0,1510.0,1137.0,1.0,이마,0885_01_L15.jpg,0885_01_L15_01.json,0.0,0.0
34894,0885,M,25,L30,2136,3216,01,242.0,780.0,1367.0,1125.0,1.0,이마,0885_01_L30.jpg,0885_01_L30_01.json,0.0,0.0
34903,0885,M,25,R15,2136,3216,01,544.0,784.0,1790.0,1141.0,1.0,이마,0885_01_R15.jpg,0885_01_R15_01.json,0.0,0.0
34912,0885,M,25,R30,2136,3216,01,762.0,770.0,1880.0,1169.0,1.0,이마,0885_01_R30.jpg,0885_01_R30_01.json,0.0,0.0
34921,0886,M,30,F,2136,3216,01,426.0,749.0,1565.0,1071.0,1.0,이마,0886_01_F.jpg,0886_01_F_01.json,0.0,0.0
34930,0886,M,30,L15,2136,3216,01,295.0,742.0,1353.0,1043.0,1.0,이마,0886_01_L15.jpg,0886_01_L15_01.json,0.0,0.0
34939,0886,M,30,L30,2136,3216,01,304.0,719.0,1182.0,1032.0,1.0,이마,0886_01_L30.jpg,0886_01_L30_01.json,0.0,0.0
34948,0886,M,30,R15,2136,3216,01,643.0,676.0,1744.0,1030.0,1.0,이마,0886_01_R15.jpg,0886_01_R15_01.json,0.0,0.0
34957,0886,M,30,R30,2136,3216,01,773.0,661.0,1792.0,1016.0,1.0,이마,0886_01_R30.jpg,0886_01_R30_01.json,0.0,0.0
34966,0887,M,30,F,2136,3216,01,469.0,720.0,1614.0,1065.0,1.0,이마,0887_01_F.jpg,0887_01_F_01.json,0.0,0.0
34975,0887,M,30,L15,2136,3216,01,338.0,703.0,1381.0,988.0,1.0,이마,0887_01_L15.jpg,0887_01_L15_01.json,0.0,0.0
34984,0887,M,30,L30,2136,3216,01,390.0,717.0,1277.0,1003.0,1.0,이마,0887_01_L30.jpg,0887_01_L30_01.json,0.0,0.0
34993,0887,M,30,R15,2136,3216,01,644.0,669.0,1726.0,979.0,1.0,이마,0887_01_R15.jpg,0887_01_R15_01.json,0.0,0.0
35002,0887,M,30,R30,2136,3216,01,816.0,633.0,1735.0,1036.0,1.0,이마,0887_01_R30.jpg,0887_01_R30_01.json,0.0,0.0
35011,0888,F,58,F,2136,3216,01,488.0,904.0,1643.0,1240.0,3.0,이마,0888_01_F.jpg,0888_01_F_01.json,1.0,1.0
35020,0888,F,58,L15,2136,3216,01,421.0,812.0,1447.0,1187.0,3.0,이마,0888_01_L15.jpg,0888_01_L15_01.json,1.0,1.0
35029,0888,F,58,L30,2136,3216,01,390.0,829.0,1332.0,1201.0,3.0,이마,0888_01_L30.jpg,0888_01_L30_01.json,1.0,1.0
35038,0888,F,58,R15,2136,3216,01,707.0,769.0,1769.0,1128.0,3.0,이마,0888_01_R15.jpg,0888_01_R15_01.json,1.0,1.0
35047,0888,F,58,R30,2136,3216,01,824.0,745.0,1804.0,1111.0,3.0,이마,0888_01_R30.jpg,0888_01_R30_01.json,1.0,1.0
35056,0889,F,57,F,2136,3216,01,428.0,767.0,1670.0,1218.0,2.0,이마,0889_01_F.jpg,0889_01_F_01.json,0.0,1.0
35065,0889,F,57,L15,2136,3216,01,281.0,805.0,1521.0,1242.0,2.0,이마,0889_01_L15.jpg,0889_01_L15_01.json,0.0,1.0
35074,0889,F,57,L30,2136,3216,01,333.0,791.0,1426.0,1238.0,2.0,이마,0889_01_L30.jpg,0889_01_L30_01.json,0.0,1.0
35083,0889,F,57,R15,2136,3216,01,566.0,807.0,1831.0,1250.0,2.0,이마,0889_01_R15.jpg,0889_01_R15_01.json,0.0,1.0
35092,0889,F,57,R30,2136,3216,01,809.0,676.0,1898.0,1111.0,2.0,이마,0889_01_R30.jpg,0889_01_R30_01.json,0.0,1.0
35101,0890,F,56,F,2136,3216,01,493.0,758.0,1646.0,1157.0,2.0,이마,0890_01_F.jpg,0890_01_F_01.json,0.0,1.0
35110,0890,F,56,L15,2136,3216,01,335.0,767.0,1398.0,1172.0,2.0,이마,0890_01_L15.jpg,0890_01_L15_01.json,0.0,1.0
35119,0890,F,56,L30,2136,3216,01,371.0,712.0,1213.0,1162.0,2.0,이마,0890_01_L30.jpg,0890_01_L30_01.json,0.0,1.0
35128,0890,F,56,R15,2136,3216,01,672.0,733.0,1736.0,1163.0,2.0,이마,0890_01_R15.jpg,0890_01_R15_01.json,0.0,1.0
35137,0890,F,56,R30,2136,3216,01,878.0,762.0,1806.0,1175.0,2.0,이마,0890_01_R30.jpg,0890_01_R30_01.json,0.0,1.0
35146,0891,F,54,F,2136,3216,01,548.0,718.0,1619.0,1196.0,3.0,이마,0891_01_F.jpg,0891_01_F_01.json,1.0,1.0
35155,0891,F,54,L15,2136,3216,01,355.0,793.0,1406.0,1274.0,3.0,이마,0891_01_L15.jpg,0891_01_L15_01.json,1.0,1.0
35164,0891,F,54,L30,2136,3216,01,315.0,798.0,1238.0,1290.0,3.0,이마,0891_01_L30.jpg,0891_01_L30_01.json,1.0,1.0
35173,0891,F,54,R15,2136,3216,01,839.0,857.0,1893.0,1345.0,3.0,이마,0891_01_R15.jpg,0891_01_R15_01.json,1.0,1.0
35182,0891,F,54,R30,2136,3216,01,1093.0,804.0,1979.0,1288.0,3.0,이마,0891_01_R30.jpg,0891_01_R30_01.json,1.0,1.0
35191,0893,M,31,F,2136,3216,01,470.0,645.0,1647.0,977.0,1.0,이마,0893_01_F.jpg,0893_01_F_01.json,0.0,0.0
35200,0893,M,31,L15,2136,3216,01,333.0,743.0,1412.0,1095.0,1.0,이마,0893_01_L15.jpg,0893_01_L15_01.json,0.0,0.0
35209,0893,M,31,L30,2136,3216,01,357.0,763.0,1325.0,1106.0,1.0,이마,0893_01_L30.jpg,0893_01_L30_01.json,0.0,0.0
35218,0893,M,31,R15,2136,3216,01,610.0,741.0,1767.0,1122.0,1.0,이마,0893_01_R15.jpg,0893_01_R15_01.json,0.0,0.0
35227,0893,M,31,R30,2136,3216,01,792.0,742.0,1862.0,1161.0,1.0,이마,0893_01_R30.jpg,0893_01_R30_01.json,0.0,0.0
35236,0894,M,64,F,2136,3216,01,359.0,635.0,1720.0,1152.0,4.0,이마,0894_01_F.jpg,0894_01_F_01.json,1.0,2.0
35245,0894,M,64,L15,2136,3216,01,269.0,687.0,1571.0,1225.0,4.0,이마,0894_01_L15.jpg,0894_01_L15_01.json,1.0,2.0
35254,0894,M,64,L30,2136,3216,01,322.0,727.0,1500.0,1230.0,4.0,이마,0894_01_L30.jpg,0894_01_L30_01.json,1.0,2.0
35263,0894,M,64,R15,2136,3216,01,519.0,710.0,1884.0,1234.0,4.0,이마,0894_01_R15.jpg,0894_01_R15_01.json,1.0,2.0
35272,0894,M,64,R30,2136,3216,01,616.0,717.0,1862.0,1238.0,4.0,이마,0894_01_R30.jpg,0894_01_R30_01.json,1.0,2.0
35281,0895,M,36,F,2136,3216,01,364.0,741.0,1712.0,1080.0,2.0,이마,0895_01_F.jpg,0895_01_F_01.json,0.0,1.0
35290,0895,M,36,L15,2136,3216,01,237.0,751.0,1528.0,1113.0,2.0,이마,0895_01_L15.jpg,0895_01_L15_01.json,0.0,1.0
35299,0895,M,36,L30,2136,3216,01,262.0,762.0,1411.0,1118.0,2.0,이마,0895_01_L30.jpg,0895_01_L30_01.json,0.0,1.0
35308,0895,M,36,R15,2136,3216,01,572.0,782.0,1909.0,1181.0,2.0,이마,0895_01_R15.jpg,0895_01_R15_01.json,0.0,1.0
35317,0895,M,36,R30,2136,3216,01,739.0,720.0,1890.0,1161.0,2.0,이마,0895_01_R30.jpg,0895_01_R30_01.json,0.0,1.0
35326,0896,M,39,F,2136,3216,01,439.0,810.0,1707.0,1137.0,2.0,이마,0896_01_F.jpg,0896_01_F_01.json,0.0,1.0
35335,0896,M,39,L15,2136,3216,01,325.0,813.0,1500.0,1148.0,2.0,이마,0896_01_L15.jpg,0896_01_L15_01.json,0.0,1.0
35344,0896,M,39,L30,2136,3216,01,346.0,770.0,1352.0,1126.0,2.0,이마,0896_01_L30.jpg,0896_01_L30_01.json,0.0,1.0
35353,0896,M,39,R15,2136,3216,01,663.0,739.0,1837.0,1100.0,2.0,이마,0896_01_R15.jpg,0896_01_R15_01.json,0.0,1.0
35362,0896,M,39,R30,2136,3216,01,817.0,709.0,1861.0,1084.0,2.0,이마,0896_01_R30.jpg,0896_01_R30_01.json,0.0,1.0
35371,0897,M,39,F,2136,3216,01,496.0,814.0,1647.0,1222.0,1.0,이마,0897_01_F.jpg,0897_01_F_01.json,0.0,0.0
35380,0897,M,39,L15,2136,3216,01,364.0,739.0,1399.0,1113.0,1.0,이마,0897_01_L15.jpg,0897_01_L15_01.json,0.0,0.0
35389,0897,M,39,L30,2136,3216,01,373.0,739.0,1277.0,1149.0,1.0,이마,0897_01_L30.jpg,0897_01_L30_01.json,0.0,0.0
35398,0897,M,39,R15,2136,3216,01,724.0,744.0,1808.0,1122.0,1.0,이마,0897_01_R15.jpg,0897_01_R15_01.json,0.0,0.0
35407,0897,M,39,R30,2136,3216,01,854.0,715.0,1829.0,1159.0,1.0,이마,0897_01_R30.jpg,0897_01_R30_01.json,0.0,0.0
35416,0898,F,50,F,2136,3216,01,508.0,710.0,1692.0,1079.0,2.0,이마,0898_01_F.jpg,0898_01_F_01.json,0.0,1.0
35425,0898,F,50,L15,2136,3216,01,321.0,751.0,1469.0,1113.0,2.0,이마,0898_01_L15.jpg,0898_01_L15_01.json,0.0,1.0
35434,0898,F,50,L30,2136,3216,01,359.0,709.0,1380.0,1104.0,2.0,이마,0898_01_L30.jpg,0898_01_L30_01.json,0.0,1.0
35443,0898,F,50,R15,2136,3216,01,589.0,729.0,1798.0,1095.0,2.0,이마,0898_01_R15.jpg,0898_01_R15_01.json,0.0,1.0
35452,0898,F,50,R30,2136,3216,01,760.0,716.0,1840.0,1127.0,2.0,이마,0898_01_R30.jpg,0898_01_R30_01.json,0.0,1.0
35461,0899,F,24,F,2136,3216,01,441.0,759.0,1700.0,1137.0,1.0,이마,0899_01_F.jpg,0899_01_F_01.json,0.0,0.0
35470,0899,F,24,L15,2136,3216,01,251.0,667.0,1336.0,1041.0,1.0,이마,0899_01_L15.jpg,0899_01_L15_01.json,0.0,0.0
35479,0899,F,24,L30,2136,3216,01,230.0,678.0,1212.0,1055.0,1.0,이마,0899_01_L30.jpg,0899_01_L30_01.json,0.0,0.0
35488,0899,F,24,R15,2136,3216,01,690.0,689.0,1834.0,1073.0,1.0,이마,0899_01_R15.jpg,0899_01_R15_01.json,0.0,0.0
35497,0899,F,24,R30,2136,3216,01,926.0,703.0,1901.0,1129.0,1.0,이마,0899_01_R30.jpg,0899_01_R30_01.json,0.0,0.0
35506,0900,F,58,F,2136,3216,01,481.0,829.0,1673.0,1230.0,2.0,이마,0900_01_F.jpg,0900_01_F_01.json,0.0,1.0
35515,0900,F,58,L15,2136,3216,01,359.0,844.0,1500.0,1246.0,2.0,이마,0900_01_L15.jpg,0900_01_L15_01.json,0.0,1.0
35524,0900,F,58,L30,2136,3216,01,395.0,840.0,1352.0,1239.0,2.0,이마,0900_01_L30.jpg,0900_01_L30_01.json,0.0,1.0
35533,0900,F,58,R15,2136,3216,01,562.0,817.0,1694.0,1210.0,2.0,이마,0900_01_R15.jpg,0900_01_R15_01.json,0.0,1.0
35542,0900,F,58,R30,2136,3216,01,729.0,823.0,1761.0,1214.0,2.0,이마,0900_01_R30.jpg,0900_01_R30_01.json,0.0,1.0
35551,0901,M,36,F,2136,3216,01,453.0,635.0,1640.0,1010.0,1.0,이마,0901_01_F.jpg,0901_01_F_01.json,0.0,0.0
35560,0901,M,36,L15,2136,3216,01,368.0,638.0,1500.0,951.0,1.0,이마,0901_01_L15.jpg,0901_01_L15_01.json,0.0,0.0
35569,0901,M,36,L30,2136,3216,01,456.0,629.0,1403.0,953.0,1.0,이마,0901_01_L30.jpg,0901_01_L30_01.json,0.0,0.0
35578,0901,M,36,R15,2136,3216,01,530.0,587.0,1701.0,951.0,1.0,이마,0901_01_R15.jpg,0901_01_R15_01.json,0.0,0.0
35587,0901,M,36,R30,2136,3216,01,613.0,560.0,1731.0,913.0,1.0,이마,0901_01_R30.jpg,0901_01_R30_01.json,0.0,0.0
35596,0902,F,57,F,2136,3216,01,554.0,794.0,1610.0,1207.0,2.0,이마,0902_01_F.jpg,0902_01_F_01.json,0.0,1.0
35605,0902,F,57,L15,2136,3216,01,429.0,772.0,1379.0,1177.0,2.0,이마,0902_01_L15.jpg,0902_01_L15_01.json,0.0,1.0
35614,0902,F,57,L30,2136,3216,01,377.0,808.0,1272.0,1176.0,2.0,이마,0902_01_L30.jpg,0902_01_L30_01.json,0.0,1.0
35623,0902,F,57,R15,2136,3216,01,686.0,811.0,1786.0,1165.0,2.0,이마,0902_01_R15.jpg,0902_01_R15_01.json,0.0,1.0
35632,0902,F,57,R30,2136,3216,01,804.0,759.0,1763.0,1166.0,2.0,이마,0902_01_R30.jpg,0902_01_R30_01.json,0.0,1.0
35641,0903,F,57,F,2136,3216,01,535.0,961.0,1595.0,1234.0,2.0,이마,0903_01_F.jpg,0903_01_F_01.json,0.0,1.0
35650,0903,F,57,L15,2136,3216,01,362.0,971.0,1340.0,1273.0,2.0,이마,0903_01_L15.jpg,0903_01_L15_01.json,0.0,1.0
35659,0903,F,57,L30,2136,3216,01,327.0,992.0,1190.0,1293.0,2.0,이마,0903_01_L30.jpg,0903_01_L30_01.json,0.0,1.0
35668,0903,F,57,R15,2136,3216,01,767.0,1025.0,1791.0,1312.0,2.0,이마,0903_01_R15.jpg,0903_01_R15_01.json,0.0,1.0
